PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,ExpYield,GrowthRate,CatchRate,LearnableSkills
246,애버라스,,Rock,Ground,50,64,50,45,50,41,60,Slow,45,1:몸통박치기|1:째려보기|3:돌떨구기|6:보복|9:물기|12:겁나는얼굴|15:스톤샤워|18:분함의발구르기|21:싫은소리|24:떨어뜨리기|27:깨물어부수기|31:지진|33:스톤에지|36:난동부리기|39:모래바람|42:파괴광선
247,데기라스,,Rock,Ground,70,84,70,65,70,51,144,Slow,45,0:철벽|1:몸통박치기|1:째려보기|1:돌떨구기|1:보복|9:물기|12:겁나는얼굴|15:스톤샤워|18:분함의발구르기|21:싫은소리|24:떨어뜨리기|27:깨물어부수기|33:지진|37:스톤에지|42:난동부리기|47:모래바람|52:파괴광선
248,마기라스,,Rock,Dark,100,134,110,95,100,61,300,Slow,45,1:몸통박치기|1:째려보기|1:돌떨구기|1:철벽|1:보복|1:악의파동|1:번개엄니|1:얼음엄니|1:불꽃엄니|9:물기|12:겁나는얼굴|15:스톤샤워|18:분함의발구르기|21:싫은소리|24:떨어뜨리기|27:깨물어부수기|33:지진|37:스톤에지|42:난동부리기|47:모래바람|52:파괴광선|59:기가임팩트
249,루기아,,Psychic,Flying,106,90,130,90,154,110,340,Slow,3,1:드래곤다이브|1:바람일으키기|1:날려버리기|1:원시의힘|1:웨더볼|9:흰안개|18:신비의부적|27:명상|36:신통력|45:HP회복|54:에어로블라스트|63:비바라기|72:하이드로펌프|81:미래예지|90:불새
250,칠색조,,Fire,Flying,106,130,90,110,154,90,340,Slow,3,1:바람일으키기|1:날려버리기|1:원시의힘|1:웨더볼|9:생명의물방울|18:신비의부적|27:명상|36:신통력|45:HP회복|54:성스러운불꽃|63:쾌청|72:불대문자|81:미래예지|90:불새|99:오버히트
251,세레비,,Psychic,Grass,100,100,100,100,100,100,300,MediumSlow,45,1:염동력|1:치료방울|10:메지컬리프|20:바톤터치|30:원시의힘|40:생명의물방울|50:씨뿌리기|55:회복봉인|60:HP회복|70:미래예지|80:치유소원|90:리프스톰|100:멸망의노래
252,나무지기,,Grass,,40,45,35,65,55,70,62,MediumSlow,45,1:막치기|1:째려보기|3:나뭇잎|6:전광석화|9:메가드레인|12:판별|15:퍼스트가드|18:승부굳히기|21:기가드레인|24:힘껏치기|27:그림자분신|30:에너지볼|33:싫은소리|36:죽기살기|39:리프스톰
253,나무돌이,,Grass,,50,65,45,85,65,95,142,MediumSlow,45,1:칼등치기|1:연속자르기|1:시저크로스|1:에너지볼|1:막치기|1:째려보기|1:나뭇잎|1:전광석화|9:메가드레인|12:판별|15:퍼스트가드|20:승부굳히기|25:기가드레인|30:힘껏치기|35:그림자분신|40:리프블레이드|45:싫은소리|50:죽기살기|55:리프스톰
254,나무킹,,Grass,,70,85,65,105,85,120,265,MediumSlow,45,0:리프블레이드|1:칼등치기|1:연속자르기|1:시저크로스|1:에너지볼|1:-|1:막치기|1:째려보기|1:나뭇잎|1:전광석화|1:더블촙|5:메가드레인|12:판별|15:퍼스트가드|20:승부굳히기|25:기가드레인|30:힘껏치기|35:그림자분신|42:싫은소리|49:죽기살기|56:리프스톰
255,아차모,,Fire,,45,60,40,70,50,45,62,MediumSlow,45,1:할퀴기|1:울음소리|3:불꽃세례|6:전광석화|9:니트로차지|12:판별|15:모래뿌리기|18:제비반환|21:베어가르기|24:뛰어오르다|27:기충전|30:화염방사|33:깃털댄스|36:기사회생|39:플레어드라이브
256,영치코,,Fire,Fighting,60,85,60,85,60,55,142,MediumSlow,45,0:두번치기|1:화염방사|1:깃털댄스|1:할퀴기|1:울음소리|1:불꽃세례|1:전광석화|9:니트로차지|12:판별|15:모래뿌리기|20:제비반환|25:베어가르기|30:뛰어오르다|35:기충전|40:브레이즈킥|45:벌크업|50:기사회생|55:플레어드라이브
257,번치코,,Fire,Fighting,80,120,70,110,70,80,265,MediumSlow,45,0:브레이즈킥|1:불꽃펀치|1:불꽃세례|1:화염방사|1:깃털댄스|1:두번치기|1:할퀴기|1:울음소리|1:전광석화|9:니트로차지|12:판별|15:모래뿌리기|20:제비반환|25:베어가르기|30:뛰어오르다|35:기충전|42:벌크업|49:기사회생|56:플레어드라이브|63:브레이브버드
258,물짱이,,Water,,50,70,50,50,50,40,62,MediumSlow,45,1:몸통박치기|1:울음소리|3:물대포|6:바위깨기|9:돌떨구기|12:방어|15:초음파|18:물의파동|21:스톤샤워|24:돌진|27:망각술|30:파도타기|33:싫은소리|36:죽기살기|39:하이드로펌프
259,늪짱이,,Water,Ground,70,85,70,60,70,50,142,MediumSlow,45,0:머드숏|1:파도타기|1:바위깨기|1:몸통박치기|1:울음소리|1:물대포|9:돌떨구기|12:방어|15:초음파|20:물의파동|25:스톤샤워|30:돌진|35:망각술|40:탁류|45:싫은소리|50:죽기살기|55:하이드로펌프
260,대짱이,,Water,Ground,100,110,90,85,90,60,268,MediumSlow,45,1:파도타기|1:지진|1:바위깨기|1:암해머|1:머드숏|1:몸통박치기|1:울음소리|1:물대포|9:돌떨구기|12:방어|15:초음파|20:물의파동|25:스톤샤워|30:돌진|35:망각술|42:탁류|49:싫은소리|56:죽기살기|63:하이드로펌프
261,포챠나,,Dark,,35,55,35,30,30,35,56,MediumFast,255,1:몸통박치기|4:멀리짖음|7:모래뿌리기|10:물기|13:째려보기|16:울부짖기|19:뽐내기|22:승부굳히기|25:겁나는얼굴|28:도발|31:깨물어부수기|34:하품|36:돌진|40:기습|44:치근거리기
262,그라에나,,Dark,,70,90,70,60,60,70,147,MediumFast,127,0:바크아웃|1:모래뿌리기|1:몸통박치기|1:물기|1:도둑질|1:깨물어부수기|1:번개엄니|1:얼음엄니|1:불꽃엄니|13:째려보기|13:멀리짖음|16:울부짖기|20:뽐내기|24:승부굳히기|28:겁나는얼굴|36:도발|44:하품|48:돌진|52:기습|56:치근거리기
263,지그제구리,,Normal,,38,30,41,30,41,60,56,MediumFast,255,1:몸통박치기|1:울음소리|3:모래뿌리기|6:꼬리흔들기|9:탐내다|12:박치기|15:초롱초롱눈동자|18:바늘미사일|21:잠자기|24:돌진|27:내던지기|30:바둥바둥|33:배북|36:이판사판태클
264,직구리,,Normal,,78,70,61,50,61,100,147,MediumFast,90,0:베어가르기|1:모래뿌리기|1:몸통박치기|1:꼬리흔들기|1:바늘미사일|1:울음소리|1:바꿔치기|1:초롱초롱눈동자|1:일구기|9:탐내다|12:박치기|15:손톱갈기|18:마구할퀴기|23:잠자기|28:돌진|33:내던지기|38:바둥바둥|43:배북|48:이판사판태클
265,개무소,,Bug,,45,45,35,20,30,20,56,MediumFast,255,1:몸통박치기|1:실뿜기|5:독침|15:벌레먹음
266,실쿤,,Bug,,50,35,55,25,25,15,72,MediumFast,120,0:단단해지기|1:몸통박치기|1:실뿜기|1:독침|1:벌레먹음|1:단단해지기
267,뷰티플라이,,Bug,Flying,60,70,50,100,50,65,198,MediumFast,45,0:바람일으키기|1:몸통박치기|1:벌레먹음|1:바람일으키기|1:단단해지기|1:실뿜기|1:독침|12:흡수|15:저리가루|17:아침햇살|20:에어컷터|22:메가드레인|25:흡혈|27:헤롱헤롱|30:날려버리기|32:기가드레인|35:벌레의야단법석|37:방어|40:나비춤
268,카스쿤,,Bug,,50,35,55,25,25,15,72,MediumFast,120,0:단단해지기|1:몸통박치기|1:실뿜기|1:독침|1:벌레먹음|1:단단해지기
269,독케일,,Bug,Poison,60,50,70,50,90,65,193,MediumFast,45,0:바람일으키기|1:몸통박치기|1:벌레먹음|1:바람일으키기|1:단단해지기|1:실뿜기|1:독침|12:염동력|15:독가루|17:달의불빛|20:베놈쇼크|22:환상빔|25:흡혈|27:빛의장막|30:날려버리기|32:맹독|35:벌레의야단법석|37:방어|40:나비춤
270,연꽃몬,,Water,Grass,40,30,30,40,50,30,44,MediumSlow,255,1:울음소리|1:놀래키기|3:흡수|6:물대포|9:흰안개|12:메가드레인|16:바둥바둥|20:거품광선|24:씨뿌리기|28:기가드레인|33:비바라기|38:사념의박치기|43:에너지볼
271,로토스,,Water,Grass,60,50,50,60,70,50,119,MediumSlow,120,1:울음소리|1:물대포|1:흡수|1:바둥바둥|1:속이다|1:비바라기|1:탁쳐서떨구기|1:흔들흔들댄스|1:놀래키기|9:흰안개|12:메가드레인|18:마구할퀴기|24:거품광선|30:씨뿌리기|36:기가드레인|50:사념의박치기|57:에너지볼|64:하이드로펌프
272,로파파,,Water,Grass,80,70,70,90,100,70,240,MediumSlow,45,1:울음소리|1:흰안개|1:물대포|1:하이드로펌프|1:흡수|1:메가드레인|1:마구할퀴기|1:바둥바둥|1:탁쳐서떨구기|1:흔들흔들댄스|1:놀래키기|1:에너지볼|1:사념의박치기|1:씨뿌리기|1:기가드레인|1:속이다|1:거품광선|1:비바라기
273,도토링,,Grass,,40,40,50,30,30,30,44,MediumSlow,255,1:몸통박치기|1:단단해지기|1:참기|3:흡수|6:놀래키기|9:성장|12:구르기|15:메가드레인|18:보복|21:박치기|24:쾌청|27:광합성|30:기습|33:대폭발
274,잎새코,,Grass,Dark,70,70,40,60,40,60,119,MediumSlow,120,0:잎날가르기|1:에어컷터|1:트집|1:속이다|1:뽐내기|1:대폭발|1:몸통박치기|1:단단해지기|1:참기|1:흡수|1:놀래키기|1:박치기|9:성장|12:구르기|18:메가드레인|24:보복|30:광합성|36:쾌청|43:신통력|50:기습|57:리프블레이드
275,다탱구,,Grass,Dark,90,100,60,90,60,80,240,MediumSlow,45,0:리프블레이드|1:날려버리기|1:몸통박치기|1:참기|1:흡수|1:메가드레인|1:성장|1:잎날가르기|1:단단해지기|1:박치기|1:대폭발|1:구르기|1:뽐내기|1:광합성|1:집단구타|1:속이다|1:트집|1:놀래키기|1:신통력|1:기습|1:에어컷터|1:폭풍|1:보복|1:쾌청
276,테일로,,Normal,Flying,40,55,30,30,30,85,54,MediumSlow,200,1:쪼기|1:울음소리|5:기충전|9:전광석화|13:날개치기|17:그림자분신|21:제비반환|25:퍼스트가드|29:고속이동|33:에어슬래시|37:죽기살기|41:브레이브버드|45:기사회생
277,스왈로,,Normal,Flying,60,85,60,50,50,125,159,MediumSlow,45,1:브레이브버드|1:에어슬래시|1:쪼아대기|1:쪼기|1:울음소리|1:기충전|1:전광석화|13:날개치기|17:그림자분신|21:제비반환|27:퍼스트가드|33:고속이동|45:죽기살기|51:브레이브버드|57:기사회생
278,갈모매,,Water,Flying,40,30,30,55,30,85,54,MediumFast,190,1:울음소리|1:물대포|5:전광석화|10:초음파|15:날개치기|20:물의파동|26:고속이동|30:에어슬래시|35:흰안개|40:날개쉬기|45:폭풍
279,패리퍼,,Water,Flying,60,50,100,85,70,65,154,MediumFast,45,1:방어|1:물붓기|1:전광석화|1:고속이동|1:에어슬래시|1:울음소리|1:물대포|1:순풍|1:초음파|1:물놀이|15:날개치기|20:물의파동|28:비축하기|28:토해내기|28:꿀꺽|34:내던지기|41:흰안개|48:날개쉬기|55:폭풍|62:하이드로펌프
280,랄토스,,Psychic,Fairy,28,25,25,45,35,40,40,Slow,235,1:울음소리|1:차밍보이스|3:그림자분신|6:염동력|9:최면술|12:드레인키스|15:순간이동|18:환상빔|21:생명의물방울|24:애교부리기|27:명상|30:사이코키네시스|33:치유의파동|36:꿈먹기|39:미래예지
281,킬리아,,Psychic,Fairy,38,35,35,65,55,50,97,Slow,120,1:울음소리|1:차밍보이스|1:그림자분신|1:염동력|9:최면술|12:드레인키스|15:순간이동|18:환상빔|23:생명의물방울|28:애교부리기|33:명상|38:사이코키네시스|43:치유의파동|48:꿈먹기|53:미래예지
282,가디안,,Psychic,Fairy,68,65,65,125,115,80,259,Slow,45,0:매지컬샤인|1:미스트필드|1:치유소원|1:애교부리기|1:매지컬플레임|1:치유의파동|1:울음소리|1:차밍보이스|1:그림자분신|1:염동력|9:최면술|12:드레인키스|15:순간이동|18:환상빔|23:생명의물방울|28:희망사항|35:명상|42:사이코키네시스|49:문포스|56:꿈먹기|63:미래예지
283,비구슬,,Bug,Water,40,30,32,50,52,65,54,MediumFast,200,1:물대포|6:전광석화|9:달콤한향기|14:물붓기|17:거품광선|22:고속이동|25:흰안개|25:흑안개|35:바톤터치|38:끈적끈적네트
284,비나방,,Bug,Flying,70,60,62,80,82,60,159,MediumFast,75,1:바톤터치|1:끈적끈적네트|1:날려버리기|1:물대포|1:전광석화|1:달콤한향기|1:물붓기|1:거품광선|1:고속이동|1:흰안개|1:흑안개|1:괴상한바람|17:바람일으키기|22:겁나는얼굴|22:에어컷터|26:저리가루|32:에어슬래시|38:기가드레인|44:벌레의야단법석|52:나비춤
285,버섯꼬,,Grass,,60,40,60,40,60,35,59,Fluctuating,255,1:흡수|1:몸통박치기|5:저리가루|8:씨뿌리기|12:메가드레인|15:박치기|19:독가루|26:기가드레인|29:성장|33:맹독|36:씨폭탄|40:버섯포자
286,버섯모,,Grass,Fighting,60,130,80,60,60,70,161,Fluctuating,90,0:마하펀치|1:버섯포자|1:독가루|1:기가드레인|1:성장|1:맹독|1:흡수|1:몸통박치기|1:저리가루|1:씨뿌리기|12:메가드레인|15:박치기|19:페인트|22:카운터|28:발경|33:고민씨|39:깨트리다|44:씨폭탄|50:폭발펀치|55:힘껏펀치
287,게을로,,Normal,,60,60,60,35,35,30,56,Slow,255,1:할퀴기|1:하품|6:앵콜|9:태만함|14:박치기|17:망각술|22:탐내다|25:지옥찌르기|30:카운터|33:바둥바둥|38:치근거리기
288,발바로,,Normal,,80,80,80,55,55,90,154,Slow,120,1:치근거리기|1:할퀴기|1:하품|1:기충전|1:태만함|1:앵콜|1:박치기|1:망각술|1:탐내다|1:바둥바둥|1:소란피기|14:마구할퀴기|17:버티기|23:베어가르기|27:지옥찌르기|33:카운터|37:힘껏펀치|43:기사회생
289,게을킹,,Normal,,150,160,100,95,65,100,285,Slow,45,0:뽐내기|1:치근거리기|1:힘껏펀치|1:기습|1:할퀴기|1:하품|1:기충전|1:앵콜|1:태만함|1:소란피기|1:마구할퀴기|1:버티기|1:박치기|1:베어가르기|1:기사회생|17:망각술|23:탐내다|27:지옥찌르기|33:카운터|39:바둥바둥|45:내던지기|52:메가톤킥|63:암해머
290,토중몬,,Bug,Ground,31,45,90,30,30,40,53,Erratic,255,1:할퀴기|1:모래뿌리기|5:단단해지기|10:칼등치기|15:진흙뿌리기|21:흡수|25:메탈크로우|30:마구할퀴기|35:마음의눈|40:구멍파기
291,아이스크,,Bug,Flying,61,90,45,50,50,160,160,Erratic,120,0:그림자분신|0:싫은소리|0:연속자르기|1:바톤터치|1:제비반환|1:진흙뿌리기|1:메탈크로우|1:구멍파기|1:모래뿌리기|1:할퀴기|1:단단해지기|1:칼등치기|15:고속이동|23:흡수|29:벌레먹음|36:마구할퀴기|43:마음의눈|50:베어가르기|57:칼춤|64:시저크로스
292,껍질몬,,Bug,Ghost,1,90,45,30,30,40,83,Erratic,45,1:섀도크루|1:원념|1:진흙뿌리기|1:메탈크로우|1:구멍파기|1:할퀴기|1:모래뿌리기|1:단단해지기|1:칼등치기|15:이상한빛|23:흡수|29:야습|36:마구할퀴기|43:마음의눈|50:섀도볼|57:원한|64:고스트다이브
293,소곤룡,,Normal,,64,51,23,51,23,28,48,MediumSlow,190,1:놀래키기|1:막치기|5:에코보이스|10:멀리짖음|15:잠자기|15:잠꼬대|21:짓밟기|25:울부짖기|30:초음파|35:소란피기|40:싫은소리|45:하이퍼보이스
294,노공룡,,Normal,,84,71,43,71,43,48,126,MediumSlow,120,0:물기|1:놀래키기|1:막치기|1:에코보이스|1:멀리짖음|15:잠자기|15:잠꼬대|23:짓밟기|29:울부짖기|36:초음파|43:소란피기|50:싫은소리|57:하이퍼보이스
295,폭음룡,,Normal,,104,91,63,91,73,68,245,MediumSlow,45,0:깨물어부수기|1:물기|1:얼음엄니|1:불꽃엄니|1:번개엄니|1:놀래키기|1:막치기|1:에코보이스|1:멀리짖음|15:잠자기|15:잠꼬대|23:짓밟기|29:울부짖기|36:초음파|45:소란피기|54:싫은소리|63:하이퍼보이스|72:폭음파|81:파괴광선
296,마그탕,,Fighting,,72,60,30,20,30,25,47,Fluctuating,180,1:몸통박치기|1:기충전|4:모래뿌리기|7:손바닥치기|10:속이다|13:발경|16:날려버리기|19:탁쳐서떨구기|22:벌크업|25:배북|28:판별|31:지구던지기|34:힘껏펀치|37:버티기|40:인파이트|43:기사회생|46:헤비봄버
297,하리뭉,,Fighting,,144,120,60,40,60,50,166,Fluctuating,200,1:소금물|1:몸통박치기|1:기충전|1:모래뿌리기|1:손바닥치기|10:속이다|13:발경|16:날려버리기|19:탁쳐서떨구기|22:벌크업|26:배북|30:판별|34:지구던지기|38:힘껏펀치|42:버티기|46:인파이트|50:기사회생|54:헤비봄버|60:들이받기
298,루리리,,Normal,Fairy,50,20,40,20,40,20,38,Fast,150,1:튀어오르기|1:물대포|1:꼬리흔들기|3:도우미|6:거품광선|9:애교부리기|12:힘껏치기|15:뛰어오르다
299,코코파스,,Rock,,30,45,135,45,90,30,75,MediumFast,255,1:몸통박치기|4:단단해지기|7:블록|10:돌떨구기|13:전기자석파|16:잠자기|19:스파크|22:스톤샤워|25:파워젬|28:락블레스트|31:방전|34:모래바람|37:대지의힘|40:스톤에지|43:록온|43:전자포
300,에나비,,Normal,,50,45,45,35,35,50,52,Fast,255,1:속이다|1:울음소리|1:꼬리흔들기|4:몸통박치기|7:노래하기|10:헤롱헤롱|13:차밍보이스|16:마구할퀴기|19:흉내쟁이|22:보복|25:애교부리기|31:객기|34:탐내다|37:치료방울|40:이판사판태클|43:초롱초롱눈동자|46:치근거리기
301,델케티,,Normal,,70,65,65,55,55,70,140,Fast,60,1:꼬리흔들기|1:울음소리|1:속이다|1:몸통박치기|1:노래하기|1:헤롱헤롱|1:차밍보이스|1:마구할퀴기|1:흉내쟁이|1:보복|1:애교부리기|1:객기|1:탐내다|1:치료방울|1:이판사판태클|1:초롱초롱눈동자|1:치근거리기
302,깜까미,,Dark,Ghost,50,75,75,65,65,50,133,MediumSlow,45,1:째려보기|1:할퀴기|3:놀래키기|9:야습|12:속이다|15:사슬묶기|18:판별|21:나이트헤드|24:마구할퀴기|27:탁쳐서떨구기|30:순서미루기|33:섀도크루|36:검은눈빛|39:파워젬|42:사념의박치기|45:섀도볼|48:속임수
303,입치트,,Steel,Fairy,50,85,85,55,55,50,133,Fast,45,1:놀래키기|1:울음소리|4:요정의바람|8:바톤터치|12:물기|16:비축하기|16:토해내기|16:꿀꺽|20:기습|24:철벽|28:깨물어부수기|32:달콤한향기|36:아이언헤드|40:도발|44:거짓울음|48:치근거리기
304,가보리,,Steel,Rock,50,70,100,40,40,30,66,Slow,180,1:몸통박치기|1:단단해지기|4:메탈크로우|8:암석봉인|12:울부짖기|16:박치기|20:방어|24:스톤샤워|28:아이언헤드|33:금속음|36:돌진|40:바디퍼지|44:아이언테일|48:철벽|52:헤비봄버|56:이판사판태클|60:메탈버스트
305,갱도라,,Steel,Rock,60,90,140,50,50,40,151,Slow,90,1:몸통박치기|1:단단해지기|1:메탈크로우|1:암석봉인|12:울부짖기|16:박치기|20:방어|24:스톤샤워|28:아이언헤드|35:금속음|40:돌진|46:바디퍼지|52:아이언테일|58:철벽|64:헤비봄버|70:이판사판태클|76:메탈버스트
306,보스로라,,Steel,Rock,70,110,180,60,60,50,265,Slow,45,1:몸통박치기|1:단단해지기|1:메탈크로우|1:암석봉인|12:울부짖기|16:박치기|20:방어|24:스톤샤워|28:아이언헤드|35:금속음|40:돌진|48:바디퍼지|56:아이언테일|64:철벽|72:헤비봄버|80:이판사판태클|88:메탈버스트
